entity,name,prefix,reference,description,documentation-url,notes,permitted-development-right-class,permitted-development-right-part,entry-date,start-date,end-date
11500119,Coal-mining development on an authorised site,permitted-development-right,17F,Any development required for the purposes of a mine which is carried out on an authorised site at that mine by a licensed operator in connection with coal-mining operations,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-f-coalmining-development-on-an-authorised-site/made,,F,17,2020-12-31,1995-01-01,
11500120,Coal-mining development by the Coal Authority etc for maintenance or safety,permitted-development-right,17G,The carrying out by the Coal Authority or a licensed operator of development required for the maintenance or safety of a mine or a disused mine or for the purposes of ensuring the safety of the surface of the land at or adjacent to a mine or a disused mine,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-g-coalmining-development-by-the-coal-authority-etc-for-maintenance-or-safety/made,,G,17,2020-12-31,1995-01-01,
11500121,Waste tipping at a mine,permitted-development-right,17H,"The deposit, on premises used as a mine or on ancillary mining land already used for the purpose, of waste derived from the winning and working of minerals at that mine or from minerals brought to the surface at that mine, or from the treatment or the preparation for sale, consumption or utilization of minerals from the mine",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-h-waste-tipping-at-a-mine/made,,H,17,2020-12-31,1995-01-01,
11500122,Waste tipping from a mine on sites used since 1948,permitted-development-right,17I,The deposit on land comprised in a site used for the deposit of waste materials or refuse on 1st July 1948 of waste resulting from coal-mining operations,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-i-waste-tipping-from-a-mine-on-sites-used-since-1948/made,,I,17,2020-12-31,1995-01-01,
11500123,Temporary use of land etc for mineral exploration,permitted-development-right,17J,"Development on any land during a period not exceeding 28 consecutive days consisting of:
(a) the drilling of boreholes;
(b) the carrying out of seismic surveys; or
(c) the making of other excavations, and the provision or assembly on that land or adjoining land of any structure required in connection with any of those operations",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-j-temporary-use-of-land-etc-for-mineral-exploration/made,,J,17,2020-12-31,1995-01-01,
11500165,Temporary use of land etc in respect of petroleum exploration,permitted-development-right,17JA,,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-ja-temporary-use-of-land-etc-in-respect-of-petroleum-exploration,,JA,17,2024-01-31,2016-04-06,
11500124,Use of land etc for mineral exploration,permitted-development-right,17K,"Development on any land consisting of:
(a) the drilling of boreholes;
(b) the carrying out of seismic surveys; or
(c) the making of other excavations, and the provision or assembly on that land or on adjoining land of any structure required in connection with any of those operations",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-k-use-of-land-etc-for-mineral-exploration/made,,K,17,2020-12-31,1995-01-01,
11500166,Use of land etc in respect of petroleum exploration,permitted-development-right,17KA,,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-ka-use-of-land-etc-in-respect-of-petroleum-exploration,,KA,17,2024-01-31,2016-04-06,
11500125,Removal of material from a stockpile,permitted-development-right,17L,The removal of material of any description from a stockpile,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-l-removal-of-material-from-a-stockpile/made,,L,17,2020-12-31,1995-01-01,
11500126,Removal of material from mineral-working deposits,permitted-development-right,17M,The removal of material of any description from a mineral-working deposit other than a stockpile,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-m-removal-of-material-from-mineralworking-deposits/made,,M,17,2020-12-31,1995-01-01,
11500127,Development under local or private Acts or Order,permitted-development-right,18A,"Development authorised by:
(a) a local or private Act of Parliament,
(b) an order approved by both Houses of Parliament,
(c) an order under section 14 or 16 of the Harbours Act 1964 (orders for securing harbour efficiency etc, construction etc of harbours)(97), which designates specifically the nature of the development authorised and the land upon which it may be carried out",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/18/crossheading/class-a-development-under-local-or-private-acts-or-order/made,,A,18,2020-12-31,1995-01-01,
11500128,Development at amusement parks,permitted-development-right,18B,"Development on land used as an amusement park consisting of:
(a) the erection of booths or stalls or the installation of plant or machinery to be used for or in connection with the entertainment of the public within the amusement park; or
(b) the extension, plant or machinery so used",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/18/crossheading/class-b-development-at-amusement-parks/made,,B,18,2020-12-31,1995-01-01,
11500129,General development by the Crown,permitted-development-right,19A,"The erection or construction and the maintenance, improvement or other alteration by or on behalf of the Crown of:
(a) any small ancillary building,
(b) lamp standards, passenger shelters, shelters and seats, telephone boxes, fire alarms, drinking fountains, refuse bins or baskets, barriers for the control of people and vehicles, and similar structures or works required in connection with the operational purposes of the Crown",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-a-general-development-by-the-crown/made,,A,19,2020-12-31,1995-01-01,
11500130,Extension or alteration of an operational Crown building,permitted-development-right,19B,The extension or alteration by or on behalf of the Crown of an operational Crown building,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-b-extension-or-alteration-of-an-operational-crown-building/made,,B,19,2020-12-31,1995-01-01,
11500131,Developments on operational Crown land,permitted-development-right,19C,"Development carried out by or on behalf of the Crown on operational Crown land for operational purposes consisting of:
(a) the installation of additional or replacement plant or machinery;
(b) the provision, main, pipe, cable or other apparatus; or
(c) the provision, private railway, siding or conveyor",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-c-developments-on-operational-crown-land/made,,C,19,2020-12-31,1995-01-01,
11500132,Hard surfaces for operational Crown buildings,permitted-development-right,19D,The provision by or on behalf of the Crown of a hard surface within the curtilage of an operational Crown building,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-d-hard-surfaces-for-operational-crown-buildings/made,,D,19,2020-12-31,1995-01-01,
11500133,Development on operational Crown land relating to an airbase,permitted-development-right,19E,"The carrying out on operational Crown land, by or on behalf of the Crown, of development (including the erection or alteration of an operational building) in connection with the provision of services and facilities at an airbase",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-e-development-on-operational-crown-land-relating-to-an-airbase/made,,E,19,2020-12-31,1995-01-01,
11500134,Development on operational land within an airbase,permitted-development-right,19F,"The carrying out on operational land within the perimeter of an airbase, by or on behalf of the Crown, of development in connection with the provision of air traffic services",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-f-development-on-operational-land-within-an-airbase/made,,F,19,2020-12-31,1995-01-01,
11500135,Development on operational land outside an airbase,permitted-development-right,19G,"The carrying out on operational land outside but within 8 kilometres of the perimeter of an airbase, by or on behalf of the Crown, of development in connection with the provision of air traffic services",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-g-development-on-operational-land-outside-an-airbase/made,,G,19,2020-12-31,1995-01-01,
11500136,Development on operational land by the Crown connected with air traffic services,permitted-development-right,19H,"The carrying out on operational land, by or on behalf of the Crown, of development in connection with the provision of air traffic services",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-h-development-on-operational-land-by-the-crown-connected-with-air-traffic-services/made,,H,19,2020-12-31,1995-01-01,
11500137,Emergency use of land by the Crown connected with air traffic services,permitted-development-right,19I,The use of land by or on behalf of the Crown in an emergency to station moveable apparatus replacing unserviceable apparatus in connection with the provision of air traffic services,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-i-emergency-use-of-land-by-the-crown-connected-with-air-traffic-services/made,,I,19,2020-12-31,1995-01-01,
11500138,Use of land etc by the Crown connected with air traffic services,permitted-development-right,19J,The use of land by or on behalf of the Crown to provide services and facilities in connection with the provision of air traffic services and the erection or placing of moveable structures on the land for the purposes of that use,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-j-use-of-land-etc-by-the-crown-connected-with-air-traffic-services/made,,J,19,2020-12-31,1995-01-01,
11500139,Use of land by the Crown in relation to surveys etc,permitted-development-right,19K,The use of land by or on behalf of the Crown for the stationing and operation of apparatus in connection with the carrying out of surveys or investigations,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-k-use-of-land-by-the-crown-in-relation-to-surveys-etc/made,,K,19,2020-12-31,1995-01-01,
11500140,Use of buildings by the Crown on an airbase connected to air transport services etc,permitted-development-right,19L,The use of buildings by or on behalf of the Crown within the perimeter of an airbase for purposes connected with air transport services or other flying activities at that airbase,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-l-use-of-buildings-by-the-crown-on-an-airbase-connected-to-air-transport-services-etc/made,,L,19,2020-12-31,1995-01-01,
11500141,Development by the Crown on operational Crown land connected to rail,permitted-development-right,19M,"Development by or on behalf of the Crown on operational Crown land, required in connection with the movement of traffic by rail",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-m-development-by-the-crown-on-operational-crown-land-connected-to-rail/made,,M,19,2020-12-31,1995-01-01,
11500142,Development by the Crown on operational Crown land connected to shipping etc,permitted-development-right,19N,"Development by or on behalf of the Crown or its lessees on operational Crown land where the development is required:
(a) for the purposes of shipping; or
(b) at a dock, pontoon or harbour in connection with the embarking, disembarking, loading, discharging or transport of military or civilian personnel, military equipment, munitions, or other items.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-n-development-by-the-crown-on-operational-crown-land-connected-to-shipping-etc/made,,N,19,2020-12-31,1995-01-01,
11500143,Use of land by the Crown for spreading of dredged material,permitted-development-right,19O,"The use of any land by or on behalf of the Crown for the spreading of any dredged material resulting from a dock, pier, harbour, water transport, canal or inland navigation undertaking",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-o-use-of-land-by-the-crown-for-spreading-of-dredged-material/made,,O,19,2020-12-31,1995-01-01,
11500144,Development by the Crown on operational Crown land etc relating to aids to shipping,permitted-development-right,19P,"Development by or on behalf of the Crown on operational Crown land, or for operational purposes, consisting of:
(a) the use of the land as a lighthouse, roads and appurtenances;
(b) the extension of, or removal of a lighthouse; or
(c) the erection, alteration or removal of a buoy or beacon.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-p-development-by-the-crown-on-operational-crown-land-etc-relating-to-aids-to-shipping/made,,P,19,2020-12-31,1995-01-01,
11500145,Development by the Crown relating to an emergency,permitted-development-right,19Q,"Development by or on behalf of the Crown on Crown land for the purposes of:
(a) preventing an emergency;
(b) reducing,
(c) taking other action in connection with an emergenc",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-q-development-by-the-crown-relating-to-an-emergency/made,,Q,19,2020-12-30,1995-01-01,
11500167,Development by the Crown relating to a pandemic,permitted-development-right,19QA,"Development by or on behalf of the Crown on Crown land for the purposes of—
(a)preventing a pandemic;
(b)reducing, controlling or mitigating the effects of a pandemic; or
(c)taking other action in connection with a pandemic.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/18,,QA,19,2024-01-19,2020-12-03,
11500146,"Erection etc of gates, fences etc by the Crown for national security purposes",permitted-development-right,19R,"The erection, construction, maintenance, improvement or alteration of a gate, fence, wall or other means of enclosure by or on behalf of the Crown on Crown land for national security purposes",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-r-erection-etc-of-gates-fences-etc-by-the-crown-for-national-security-purposes/made,,R,19,2020-12-31,1995-01-01,
11500147,Closed circuit television cameras for national security purposes,permitted-development-right,19S,"The installation, alteration or replacement by or on behalf of the Crown on Crown land of a closed circuit television camera and associated lighting for national security purposes",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-s-closed-circuit-television-cameras-for-national-security-purposes/made,,S,19,2020-12-31,1995-01-01,
11500148,Electronic communication apparatus etc for national security purpose,permitted-development-right,19T,"Development by or on behalf of the Crown for national security purposes in, on, over or under Crown land, consisting of:
(a) the installation,
(b) the use of land in an emergency for a period not exceeding 6 months to station and operate moveable electronic communications apparatus required for the replacement of unserviceable electronic communications apparatus,
(c) development ancillary to radio equipment housing",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-t-electronic-communication-apparatus-etc-for-national-security-purposes/made,,T,19,2020-12-31,1995-01-01,
11500168,Development by the Crown on a closed defence site,permitted-development-right,19TA,"The erection, extension or alteration on a closed defence site by or on behalf of the Crown of—
(a)single living accommodation;
(b)a non-residential building.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/19/crossheading/class-ta-development-by-the-crown-on-a-closed-defence-site,,TA,19,2024-01-19,2022-01-11,
11500169,Demolition of buildings and construction of new dwellinghouses in their place,permitted-development-right,20ZA,"ZA.—(1) Development consisting of works for the demolition of one or other of—
(a)any building comprising a single purpose-built detached block of flats, and
(b)any other single detached building, comprising premises established—
(i)for office use falling within Class B1(a) of the Schedule to the 1987 Order,
(ii)for research and development falling within Class B1(b) of the Schedule to the 1987 Order, or
(iii)for an industrial process falling within Class B1(c) of the Schedule to the 1987 Order,or for any combination of them,
existing on 12 March 2020, together with its replacement by a single building covered by sub-paragraph (2), involving operations listed in sub-paragraph (3).
(2) The building in question is to comprise one or other of—
(a)a purpose-built detached block of flats, or
(b)a purpose-built detached dwellinghouse.
(3) The operations in question are—
(a)operations reasonably necessary for the demolition and construction, which may include the installation of a basement or cellar in the new building, whether or not there is one in the old building;
(b)works for the removal of plant servicing the old building;
(c)works for the disconnection of services from the old building;
(d)works for the removal of any means of access to and egress from the old building;
(e)works for the removal of storage and waste from the old building;
(f)works for the installation of plant to service the new building;
(g)works for the installation of services to be connected to the new building;
(h)works to enable access to and egress from the new building, including means of escape from fire;
(i)works for the construction, within the new building, of storage, waste or other ancillary facilities to support the new building;
(j)the use of scaffolding and other temporary structures to support the operations listed in paragraphs (a) to (i) over a period—
(i)starting with their installation no earlier than one month before the beginning of those operations, and
(ii)ending with their removal no later than one month after the completion of those operations.
(4) In relation to Class ZA—
“development” includes any change of use from the use of the old building to the use of the new building within Class C3 of the Schedule to the 1987 Order;“the 1987 Order” means the Use Classes Order as in force on 12 March 2020;“the old building” and “the new building” respectively mean the building proposed for demolition and the building proposed as replacement; and“services” means water, drainage, electricity, gas, and other services to the extent reasonably necessary for the new building to function as the building in question as defined by sub-paragraph (2) above.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/demolition-of-buildings-and-construction-of-new-dwellinghouses-in-their-place,,ZA,20,2024-01-19,2020-08-31,
11500170,Construction of new dwellinghouses on freestanding blocks of flats,permitted-development-right,20A,"Development consisting of works for the construction of up to two additional storeys of new dwellinghouses immediately above the existing topmost residential storey on a building which is a purpose-built, detached block of flats, together with any or all—
(a)engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;
(b)works for the replacement of existing plant or installation of additional plant on the roof of the extended building reasonably necessary to service the new dwellinghouses;
(c)works for the construction of appropriate and safe access to and egress from the new and existing dwellinghouses, including means of escape from fire, via additional external doors or external staircases;
(d)works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/class-a-new-dwellinghouses-on-detached-blocks-of-flats,,A,20,2024-01-19,2020-08-01,
11500171,Construction of new dwellinghouses on detached buildings in commercial or mixed use,permitted-development-right,20AA,"Development consisting of works for the construction of up to two additional storeys of new dwellinghouses immediately above the topmost storey on a detached building to which sub-paragraph (2) applies, together with any or all—
(a)engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;
(b)works for the replacement of existing plant or installation of additional plant on the roof of the extended building reasonably necessary to service the new dwellinghouses;
(c)works for the construction of appropriate and safe access to and egress from the new dwellinghouses and existing premises in the building, including means of escape from fire, via additional external doors or external staircases;
(d)works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.

(2) This sub-paragraph applies to a building which is—
(a)used for any purpose within Class A1 (shops), Class A2 (financial and professional services), Class A3 (restaurants and cafes) or Class B1(a) (offices) of the Schedule to [F2the 1987 Order], or as a betting office, pay day loan shop or launderette;
(b)in a mixed use combining—
(i)two or more uses within paragraph (a); or
(ii)a use falling within Class C3 (dwellinghouses) of the Schedule to [F3the 1987 Order], together with one or more uses within paragraph (a).",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/class-aa-new-dwellinghouses-on-detached-buildings-in-commercial-or-mixed-use,,AA,20,2024-01-19,2021-08-01,
11500172,Construction of new dwellinghouses on terrace buildings in commercial or mixed use,permitted-development-right,20AB,"(1) Development consisting of works for the construction of new dwellinghouses immediately above the topmost storey on a terrace building to which sub-paragraph(2) applies, where that development comprises—
(a)up to two additional storeys, in the case of an existing building consisting of two or more storeys;
(b)one additional storey, in the case of an existing building consisting of one storey,
together with any development under sub-paragraph (3).
(2) This sub-paragraph applies to a building which is—
(a)used for any purpose within Class A1 (shops), Class A2 (financial and professional services), Class A3 (restaurants and cafes) or Class B1(a) (offices) of the Schedule to [F2the 1987 Order], or as a betting office, pay day loan shop or launderette;
(b)in a mixed use combining—
(i)two or more uses within paragraph (a); or
(ii)a use falling within Class C3 (dwellinghouses) of the Schedule to [F3the 1987 Order], together with one or more uses within paragraph (a).
(3) Development consisting of any or all—
(a)engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;
(b)works for the replacement of existing plant or installation of additional plant on the roof of the extended building reasonably necessary to service the new dwellinghouses;
(c)works for the construction of appropriate and safe access to and egress from the new dwellinghouses and existing premises, including means of escape from fire, via additional external doors or external staircases;
(d)works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.
(4) In relation to Class AB, “the 1987 Order” means the Use Classes Order as in force on 5th March 2018.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/class-ab-new-dwellinghouses-on-terrace-buildings-in-commercial-or-mixed-use,,AB,20,2024-01-19,2021-08-01,
11500173,Construction of new dwellinghouses on terrace buildings in use as dwellinghouses,permitted-development-right,20AC,"(1) Development consisting of works for the construction of new dwellinghouses immediately above the topmost storey on a terrace building in use as a single dwellinghouse within the meaning of Class C3 of the Schedule to the Use Classes Order, where the development comprises—
(a)up to two additional storeys, in the case of an existing dwellinghouse consisting of two or more storeys;
(b)one additional storey, in the case of an existing dwellinghouse consisting of one storey,
together with any development under sub-paragraph (2).
(2) Development consisting of any or all—
(a)engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;
(b)works for the construction of appropriate and safe access to and egress from the new and existing dwellinghouses, including means of escape from fire, via additional external doors or external staircases;
(c)works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/class-ac-new-dwellinghouses-on-terrace-buildings-in-use-as-dwellinghouses,,AC,20,2024-01-19,2021-04-21,
11500174,Construction of new dwellinghouses on detached buildings in use as dwellinghouses,permitted-development-right,20AD,"(1) Development consisting of works for the construction of new dwellinghouses immediately above the topmost storey on a detached building in use as a single dwellinghouse within the meaning of Class C3 of the Schedule to the Use Classes Order, where the development comprises—
(a)up to two additional storeys, in the case of an existing dwellinghouse consisting of two or more storeys;
(b)one additional storey, in the case of an existing dwellinghouse consisting of one storey,
together with any development under sub‑paragraph (2).
(2) Development consisting of any or all—
(a)engineering operations reasonably necessary to construct the additional storeys and new dwellinghouses;
(b)works for the construction of appropriate and safe access to and egress from the new and existing dwellinghouses, including means of escape from fire, via additional external doors or external staircases;
(c)works for the construction of storage, waste or other ancillary facilities reasonably necessary to support the new dwellinghouses.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/20/crossheading/class-ad-new-dwellinghouses-on-detached-buildings-in-use-as-dwellinghouses,,AD,20,2024-01-19,2021-04-21,
11500175,Demolition of buildings,permitted-development-right,31A,Any building operation consisting of the demolition of a building.,https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/31,,A,31,2024-03-25,,2024-03-25
11500188,Driver information systems,permitted-development-right,29A,"The installation, alteration or replacement of system apparatus by or on behalf of a driver information system operator.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/29/crossheading/class-a,,A,29,2024-03-27,1995-06-03,2015-03-15
11500176,Waste tipping at a mine,permitted-development-right,21A,"The deposit, on premises used as a mine or on ancillary mining land already used for the purpose, of waste derived from the winning and working of minerals at that mine or from minerals brought to the surface at that mine, or from the treatment or the preparation for sale, consumption or utilization of minerals from the mine.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/21/crossheading/class-a,,A,21,2024-03-27,1995-06-03,2015-03-15
11500177,Waste tipping at a mine,permitted-development-right,21B,The deposit on land comprised in a site used for the deposit of waste materials or refuse on 1st July 1948 of waste resulting from coal-mining operations.,https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/21/crossheading/class-b,,B,21,2024-03-27,1995-06-03,2015-03-15
11500179,Mineral exploration,permitted-development-right,22B,"Development on any land consisting of—
(a)the drilling of boreholes;
(b)the carrying out of seismic surveys; or
(c)the making of other excavations,
for the purposes of mineral exploration, and the provision or assembly on that land or on adjoining land of any structure required in connection with any of those operations.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/22/crossheading/class-b,,B,22,2024-03-27,1995-06-03,2015-03-15
11500180,Removal of material from mineral-working deposits,permitted-development-right,23A,The removal of material of any description from a stockpile.,https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/23/crossheading/class-a,,A,23,2024-03-27,1995-06-03,2015-03-15
11500181,Removal of material from mineral-working deposits,permitted-development-right,23B,The removal of material of any description from a mineral-working deposit other than a stockpile.,https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/23/crossheading/class-b,,B,23,2024-03-27,1995-06-03,2015-03-15
11500183,Other telecommunications development,permitted-development-right,25A,"The installation, alteration or replacement on any building or other structure of a height of 15 metres or more of a microwave antenna and any structure intended for the support of a microwave antenna.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/25/crossheading/class-a,,A,25,2024-03-27,1995-06-03,2015-03-15
11500184,Other telecommunications development,permitted-development-right,25B,"The installation, alteration or replacement on any building or other structure of a height of less than 15 metres of a satellite antenna.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/25/crossheading/class-b,,B,25,2024-03-27,1995-06-03,2015-03-15
11500185,Development by the Historic Building and Monuments Commission for England,permitted-development-right,26A,"Development by or on behalf of the Historic Buildings and Monuments Commission for England, consisting of—
(a)the maintenance, repair or restoration of any building or monument;
(b)the erection of screens, fences or covers designed or intended to protect or safeguard any building or monument; or
(c)the carrying out of works to stabilise ground conditions by any cliff, watercourse or the coastline;
where such works are required for the purposes of securing the preservation of any building or monument.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/26/crossheading/class-a,,A,26,2024-03-27,1995-06-03,2015-03-15
11500186,Use by members of certain recreational organisations,permitted-development-right,27A,"The use of land by members of a recreational organisation for the purposes of recreation or instruction, and the erection or placing of tents on the land for the purposes of the use.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/27/crossheading/class-a,,A,27,2024-03-27,1995-06-03,2015-03-15
11500187,Development at amusement parks,permitted-development-right,28A,"Development on land used as an amusement park consisting of—
(a)the erection of booths or stalls or the installation of plant or machinery to be used for or in connection with the entertainment of the public within the amusement park; or
(b)the extension, alteration or replacement of any existing booths or stalls, plant or machinery so used.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/28/crossheading/class-a,,A,28,2024-03-27,1995-06-03,2015-03-15
11500190,Demolition of buildings,permitted-development-right,31B,"Any building operation consisting of the demolition of the whole or any part of any gate, fence, wall or other means of enclosure.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/31/crossheading/class-b,,B,31,2024-03-27,1995-06-03,2015-03-15
11500191,"Schools, coleges, universities and hospitals",permitted-development-right,32A,"The erection on the site of any school, college, university or hospital of any building required for use as part of, or for a purpose incidental to the use of, the school, college, university or hospital as such, as the case may be.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/32/crossheading/class-a,,A,32,2024-03-27,1995-06-03,2015-03-15
11500192,Closed circuit television cameras,permitted-development-right,33A,"The installation, alteration or replacement on a building of a closed circuit television camera to be used for security purposes.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/33/crossheading/class-a,,A,33,2024-03-27,1995-06-03,2015-03-15
11500189,Toll road facilities,permitted-development-right,30A,"Development consisting of—
(a)the setting up and the maintenance, improvement or other alteration of facilities for the collection of tolls;
(b)the provision of a hard surface to be used for the parking of vehicles in connection with the use of such facilities.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/30/crossheading/class-a,,A,30,2024-03-27,1995-06-03,2015-03-15
11500178,Mineral exploration,permitted-development-right,22A,"Development on any land during a period not exceeding 28 consecutive days consisting of–
(a)the drilling of boreholes;
(b)the carrying out of seismic surveys; or
(c)the making of other excavations,
for the purpose of mineral exploration, and the provision or assembly on that land or adjoining land of any structure required in connection with any of those operations.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/22/crossheading/class-a,,A,22,2024-03-27,1995-06-03,2015-03-15
11500182,Development by telecommunications code system operators,permitted-development-right,24A,"Development by or on behalf of a telecommunications code system operator for the purpose of the operator's telecommunication system in, on, over or under land controlled by that operator or in accordance with his licence, consisting of—
(a)the installation, alteration or replacement of any telecommunication apparatus,
(b)the use of land in an emergency for a period not exceeding six months to station and operate moveable telecommunication apparatus required for the replacement of unserviceable telecommunication apparatus, including the provision of moveable structures on the land for the purposes of that use, or
(c)development ancillary to radio equipment housing.",https://www.legislation.gov.uk/uksi/1995/418/schedule/2/part/24/crossheading/class-a,,A,24,2024-03-27,1995-06-03,2015-03-15
